onset	duration	sample	trial_type	response_time	stim_file	stimulus	trial	block	paired_block	start_loc_x	start_loc_y	obj_loc_x	obj_loc_y	resp_loc_x	resp_loc_y	resp_reaction_time	resp_total_time	resp_path_length	x	y	direction	travel_time	session	experiment	subject
0.833	0.017	315883	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9658	-5.887979999999999	12.450286865	0.799	1	YC1	R1062J
0.85	0.017	315900	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9658	-5.888099999999999	12.846588135	0.816	1	YC1	R1062J
0.867	0.017	315917	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9658	-5.888209999999999	13.189819336	0.833	1	YC1	R1062J
0.884	0.016	315934	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9659	-5.888329999999999	13.58001709	0.85	1	YC1	R1062J
0.9	0.017	315950	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9659	-5.888449999999999	13.950408936	0.866	1	YC1	R1062J
0.917	0.017	315967	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9659	-5.888569999999999	14.325683594	0.883	1	YC1	R1062J
0.934	0.016	315984	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.966	-5.88867	14.672149658	0.9	1	YC1	R1062J
0.95	0.017	316000	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.966	-5.888799999999999	15.065185547	0.916	1	YC1	R1062J
0.967	0.017	316017	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.966	-5.88891	15.434539795	0.933	1	YC1	R1062J
0.984	0.016	316034	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9661	-5.88902	15.783538818	0.95	1	YC1	R1062J
1.0	0.017	316050	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9661	-5.88914	16.174316406	0.966	1	YC1	R1062J
1.017	0.016	316067	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9661	-5.889249999999999	16.548828125	0.983	1	YC1	R1062J
1.033	0.017	316083	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9661	-5.889249999999999	16.535339355	0.999	1	YC1	R1062J
1.05	0.016	316100	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9544	-5.785129999999999	16.535339355	1.016	1	YC1	R1062J
1.066	0.018	316116	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.9269	-5.69258	16.535339355	1.032	1	YC1	R1062J
1.084	0.016	316134	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.8982	-5.595839999999999	16.535339355	1.05	1	YC1	R1062J
1.1	0.017	316150	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.8703	-5.501859999999999	16.535339355	1.066	1	YC1	R1062J
1.117	0.017	316167	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.8403	-5.400669999999999	16.535339355	1.083	1	YC1	R1062J
1.134	0.016	316184	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.8125	-5.30714	16.535339355	1.1	1	YC1	R1062J
1.15	0.017	316200	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.7836	-5.20985	16.535339355	1.116	1	YC1	R1062J
1.167	0.016	316217	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.7552	-5.113979999999999	16.535339355	1.133	1	YC1	R1062J
1.183	0.016	316233	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.7265	-5.01742	16.535339355	1.149	1	YC1	R1062J
1.199	0.018	316249	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.6981	-4.92194	16.535339355	1.165	1	YC1	R1062J
1.217	0.016	316267	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.6713	-4.83161	16.535339355	1.183	1	YC1	R1062J
1.233	0.017	316283	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.6427	-4.73508	16.535339355	1.199	1	YC1	R1062J
1.25	0.016	316300	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.6136	-4.637089999999999	16.535339355	1.216	1	YC1	R1062J
1.266	0.017	316316	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.5846	-4.539609999999999	16.535339355	1.232	1	YC1	R1062J
1.283	0.017	316333	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.5566	-4.44524	16.535339355	1.249	1	YC1	R1062J
1.3	0.017	316350	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.5287	-4.351259999999999	16.535339355	1.266	1	YC1	R1062J
1.317	0.016	316367	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.4995	-4.25295	16.535339355	1.283	1	YC1	R1062J
1.333	0.017	316383	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.4713	-4.157829999999999	16.535339355	1.299	1	YC1	R1062J
1.35	0.016	316400	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.4416	-4.05782	16.535339355	1.316	1	YC1	R1062J
1.366	0.018	316416	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.4144	-3.9661	16.535339355	1.332	1	YC1	R1062J
1.384	0.015	316434	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.386	-3.87055	16.535339355	1.35	1	YC1	R1062J
1.399	0.018	316449	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.3576	-3.7749799999999993	16.535339355	1.365	1	YC1	R1062J
1.417	0.016	316467	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.3278	-3.674609999999999	16.535339355	1.383	1	YC1	R1062J
1.433	0.017	316483	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.3012	-3.58487	16.535339355	1.399	1	YC1	R1062J
1.45	0.016	316500	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.271	-3.483309999999999	16.535339355	1.416	1	YC1	R1062J
1.466	0.018	316516	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.2443	-3.393209999999999	16.535339355	1.432	1	YC1	R1062J
1.484	0.015	316534	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.2141	-3.29164	16.535339355	1.45	1	YC1	R1062J
1.499	0.017	316549	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.1873	-3.20133	16.535339355	1.465	1	YC1	R1062J
1.516	0.017	316566	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.1576	-3.10122	16.535339355	1.482	1	YC1	R1062J
1.533	0.017	316583	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.1305	-3.009999999999999	16.535339355	1.499	1	YC1	R1062J
1.55	0.016	316600	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.1018	-2.913289999999999	16.535339355	1.516	1	YC1	R1062J
1.566	0.017	316616	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.0723	-2.81382	16.535339355	1.532	1	YC1	R1062J
1.583	0.016	316633	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.0448	-2.72141	16.535339355	1.549	1	YC1	R1062J
1.599	0.018	316649	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	14.0165	-2.625779999999999	16.535339355	1.565	1	YC1	R1062J
1.617	0.016	316667	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.9875	-2.52827	16.535339355	1.583	1	YC1	R1062J
1.633	0.017	316683	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.9596	-2.434439999999999	16.535339355	1.599	1	YC1	R1062J
1.65	0.016	316700	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.9295	-2.33305	16.535339355	1.616	1	YC1	R1062J
1.666	0.017	316716	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.9018	-2.23964	16.535339355	1.632	1	YC1	R1062J
1.683	0.017	316733	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.8731	-2.14279	16.535339355	1.649	1	YC1	R1062J
1.7	0.017	316750	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.8454	-2.049599999999999	16.535339355	1.666	1	YC1	R1062J
1.717	0.016	316767	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.8169	-1.9536600000000002	16.535339355	1.683	1	YC1	R1062J
1.733	0.017	316783	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.7883	-1.85728	16.535339355	1.699	1	YC1	R1062J
1.75	0.017	316800	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.7596	-1.760459999999999	16.535339355	1.716	1	YC1	R1062J
1.767	0.017	316817	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.7313	-1.66537	16.535339355	1.733	1	YC1	R1062J
1.784	0.016	316834	TRAVEL_PRACTICE_LEARN	n/a	n/a	wheel	-1	-1	-1	14.9838	-5.88401	9.57624	12.3302	9.8596	11.3758	n/a	n/a	n/a	13.7019	-1.56631	16.535339355	1.75	1	YC1	R1062J
